,ABV,Beer Name,Beer Style,Brewery Name,name,creditCard,email,purchase,saleType,date
459,4.2,BEETROOT SOUR,Kettle soured pale with partially fermented lacto-beetroot ,LANDLOCKED,"Gonzalez, Watts and Mays",6011468028781170,gloriaclarke@gonzalez.net,77.88,bottles or cans,2019-02-09
460,4.7,ISLAND OF 4C's,An Enlish style IPA,LANDLOCKED,Alvarez-Gomez,3112643799288705,kyle04@cox.com,33.65,bottles or cans,2019-03-07
461,4.7,MANGO SOUR,NA,LANDLOCKED,"Castro, Mendez and Lee",6011745866911773,andrewarmstrong@sanders.org,57.23,bottles or cans,2019-04-23
462,6.2,WEST COAST SIX HOP,US west coast style IPA featuring 6 hop varieties,LANDLOCKED,Green-Krause,4410509389422300,andersonallison@yahoo.com,68.04,draught,2019-04-15
463,6.0,ELDRITCH,"Black IPA, made with speciality malts & large amount of US hops",LAWMAN,"Alexander, Morgan and Atkinson",4348261385228078,julie86@jensen.info,12.0,bottles or cans,2019-01-16
464,4.8,ONYX,"Rich black stout, dark chocolate bitterness & roasted coffee flavour",LAWMAN,"Richardson, Weeks and Townsend",30150543665977,matthewstewart@yahoo.com,64.36,draught,2019-02-20
465,4.0,PIXEL BANDIT,"Session ale, with a big hop flavour for a low ABV",LAWMAN,Burns-Hernandez,630484104215,ograves@hotmail.com,91.35,bottles or cans,2019-02-12
466,4.5,BACKSCRATCHER,"Chestnut brown ale, coffee and roast chocolate finish",LEMMINGS,"Walker, Miles and Dean",3337640748360667,lorraineochoa@reed.com,98.17,draught,2019-03-14
467,4.8,DARK SIDE,"Dark ruby porter, coffee, dark fruit and chocolate",LEMMINGS,Klein-Cooke,30323586332454,jonesdanielle@meyer-palmer.org,19.76,bottles or cans,2019-05-01
468,4.0,ARCHER,US style pale ale with strong citrus hop flavours and aromas,LINCOLN GREEN ,"James, Hall and Ford",6011008564624499,coffeydenise@hotmail.com,38.84,bottles or cans,2019-04-05
469,5.5,"BRANDRETH, LUDLAM & TURNER",A blend of Brown Stout with Tuck Porter,LINCOLN GREEN ,Bernard-Cortez,6011394018318098,sandra66@kramer.com,5.98,draught,2019-04-08
470,4.3,FOUNTAINDALE,"Pale ale with Challenger, Fuggles, Brewers Gold & Celeia hops",LINCOLN GREEN ,White-Hicks,210056645973585,francisjohnson@peters-green.com,64.5,draught,2019-01-05
471,4.5,GEORDIUM GRANDSONIUM,"Nuclear Brown Ale, unfined brown ale with a US hop kick",LINCOLN GREEN ,"Rivera, Rodriguez and Page",4507146543434,jenniferrodriguez@perez.info,72.37,bottles or cans,2019-01-07
472,5.0,GIN and BEER IT,"Infused with juniper berries, orange & lemon peel ",LINCOLN GREEN ,Stark Ltd,4908181706268,jonesjessica@berry-davis.com,28.37,draught,2019-01-22
473,5.2,HANGMAN'S NOOSE,A blend of Brown Stout with Hood Best Bitter,LINCOLN GREEN ,Garcia Ltd,869989862005174,sherrimorgan@hotmail.com,17.46,bottles or cans,2019-04-16
474,4.2,HOOD,Best bitter packed with Maris Otter malt and choice hops,LINCOLN GREEN ,"Norman, Ferguson and Tran",4284046799352747,adam83@johnson.com,96.3,bottles or cans,2019-01-04
475,4.8,JOSEF KELLER,Chocolate cherry stout with a hint of bitter chocolate,LINCOLN GREEN ,"Jones, Clark and Johnson",372745026103010,meganwilliams@hotmail.com,16.69,draught,2019-02-17
476,3.8,MARION,A pale ale with grapefruit hop and biscuit malt flavours,LINCOLN GREEN ,Norton-Webb,3112417961648545,morrisonjames@gmail.com,63.45,draught,2019-03-24
477,6.2,OWD TOM,Brown stout. Recipe from 1820 served from wooden casks,LINCOLN GREEN ,Jenkins-Rush,345012848927918,dorothy63@yahoo.com,26.61,bottles or cans,2019-02-10
478,5.0,QUARTERSTAFF,"Rich full bodied stout, generous blackcurrant hop bitterness",LINCOLN GREEN ,Byrd LLC,3096410635233349,jeffreyanderson@murray.info,80.8,draught,2019-01-20
479,6.5,ROBINS RED FEST,"Old ale, matured in cask for three months",LINCOLN GREEN ,"Adams, Sanchez and Huffman",345690870181569,amcclure@hotmail.com,25.16,draught,2019-04-12
480,5.4,SALLY POLLARD'S HONEY'D AMBER,Honey amber Ale brewed with help of Festival bar managers,LINCOLN GREEN ,Washington and Sons,210070658942775,harrisrobert@lindsey.net,31.49,draught,2019-04-24
481,5.5,SHERIFF,True India pale ale with a powerful English hop aroma,LINCOLN GREEN ,Howell Group,6011937175189478,joseph67@roberts.net,25.87,draught,2019-04-04
482,4.4,SHERWOOD,Extra pale ale with an orange citrus aroma,LINCOLN GREEN ,Wright-Mills,869993993525951,collinsdavid@gmail.com,20.22,draught,2019-01-10
483,4.7,TUCK,A silky smooth porter with chocolate coffee flavours,LINCOLN GREEN ,"Rubio, Munoz and Oneill",4311625396076465,cantumichael@yahoo.com,66.21,bottles or cans,2019-02-16
484,5.0,YSBEIDIAU HEULOG,"American pale ale,  late hopped with Columbus and Cascade",LINEAR,"Barr, Russell and Conner",5101961894707215,melissaparker@smith-ford.biz,22.79,draught,2019-01-01
485,3.2,CYRO HOP,"Oaty Session IPA, acidified and oaty, dry hopped in Cryo Lupulin",LINES,Villa-Nolan,30530595987983,xrodgers@hotmail.com,55.68,bottles or cans,2019-03-17
486,4.2,AMERICAN PALE,Light and hoppy with a citrus hit and very satisfying,LISTERS,"Ramirez, Greene and Green",5520882946424430,danielgilbert@hotmail.com,22.12,bottles or cans,2019-03-08
487,4.1,LIMEHOUSE PORTER,"Porter, dark in colour, with hints of coffee and molasses",LISTERS,Spencer-Ross,4052486504249624,douglasandrea@hotmail.com,6.19,draught,2019-02-07
488,4.1,AMERICAN PALE ALE,Bold grapefruit and citrus American hopped pale.,LITTLE BLACK DOG,Williams-Rowe,869900331381955,murphyjames@yahoo.com,17.13,bottles or cans,2019-04-29
489,3.9,INDIA PALE ALE,Delicate lime and floral English hopped ale,LITTLE BLACK DOG,Patterson LLC,5581440780504282,tjackson@hotmail.com,16.58,bottles or cans,2019-01-18
490,6.0,NUTTY AMBASSADOR,"Hazelnut milk stout, with coffee and chocolate notes",LITTLE CRITTERS,Walker PLC,869925193886692,mitchelljoyce@fritz.com,74.63,draught,2019-04-18
491,4.3,SHIRE HORSE,Chestnut coloured English best bitter,LITTLE CRITTERS,Stuart and Sons,4395782900547140,patriciasexton@gmail.com,74.38,bottles or cans,2019-01-06
492,4.3,CLEDDAU GOLD,Golden pale ale,LITTLE DRAGON,Nelson LLC,3337562003890230,rwilliams@clark-simpson.com,32.36,bottles or cans,2019-03-03
493,4.2,JACK SOUND,Amber ale with balanced hop character,LITTLE DRAGON,"Rogers, Rogers and Guzman",869990732910890,brocksean@gmail.com,95.13,draught,2019-01-26
494,3.8,WATWICK BAY,"Bright, hoppy, unfiltered. Full of bold new world hops",LITTLE DRAGON,Shaw-Travis,869933085180166,gary95@hotmail.com,39.68,bottles or cans,2019-03-11
495,3.8,COOL ROY,"Refreshing golden bitter, prominent intense fruity dry hop aroma",LOCH LEVEN,Moore PLC,6011834084089305,mooredalton@patton.com,29.23,draught,2019-02-10
496,5.0,MARY QUEEN OF SCOTS,"Golden with  a subtle honey, earthy and slightly spicy aroma",LOCH LEVEN,Monroe Group,4856754226144987,julia25@oconnor-dixon.com,30.75,bottles or cans,2019-02-18
497,4.0,PALE ALICE,"""Craft lager"" style, quite malty, pale yellow in colour",LOCH LEVEN,Smith Ltd,60440948408,jessicahernandez@yahoo.com,30.83,draught,2019-02-22
498,5.2,KESSOG,Dark in colour with warm spicy flavours,LOCH LOMOND,White-Bender,3112958909927467,caleb08@yahoo.com,20.24,draught,2019-03-14
499,5.0,LOST IN MOSAIC,American pale ale featuring Mosaic hops,LOCH LOMOND,Bray-Williams,3088425067417947,lisabrady@murray.net,66.33,draught,2019-03-26
500,5.0,SILKIE STOUT,"Rich dark chocolate stout, coffee and chocolate aromas",LOCH LOMOND,"Snow, Thomas and Smith",30535854310926,utravis@gmail.com,12.17,bottles or cans,2019-02-25
501,4.0,SOUTHERN SUMMIT,Light blonde but highly hopped with Summit and Citra hops,LOCH LOMOND,"Potts, Daniels and Lyons",30496707655050,jacksoncynthia@yahoo.com,33.68,draught,2019-04-20
502,4.6,100 OYSTERS,"Oyster Stout, brewed with 100 fresh oysters and shells",LONDON BREWING CO,"Cole, Harper and Hernandez",630416448854,jessicaschmidt@yahoo.com,53.4,bottles or cans,2019-01-25
503,4.0,BEER STREET,"Best bitter, with toffee and wood aromas",LONDON BREWING CO,Harmon-Williams,5591030368422094,michaelbrown@moore-robinson.com,1.23,bottles or cans,2019-02-21
504,5.3,SKYLINE,"US pale ale, dry hopped with Amarillo, Galaxy & Mosaic hops",LONDON BREWING CO,Rodriguez and Sons,4806277457040485,katherine79@hotmail.com,26.79,draught,2019-04-26
505,6.0,BEAVOR LIQUOR,Stout,LONDON ROAD,Ellis-Mcclain,341402259460588,greenejessica@hotmail.com,21.94,draught,2019-04-20
506,4.0,GLUTEANUS MINAMUS,"Straw coloured, refreshing with bursts of Lemon and Lime  ",LONDON ROAD,"Foley, George and Colon",30009888666943,emilymiles@hotmail.com,26.54,draught,2019-01-23
507,5.3,SHERE KHAN,Blood orange IPA,LONDON ROAD,Parks Inc,869997900279677,mnorman@gmail.com,22.8,bottles or cans,2019-02-16
508,3.8,1895,"refreshing golden ale, good malt flavour & best English hops",LORDS,"Mcdonald, Green and Jennings",4040542728940631,karen24@hotmail.com,94.4,draught,2019-04-13
509,5.9,HAVELOCK,IPA with lots of hops as well as a touch of spice and a hint curacao,LORDS,Gibson Inc,4070206675068407,danielblack@hotmail.com,13.13,draught,2019-02-13
510,4.9,80 SHILLINGS,Traditional dark-red Scottish ale,LUCKIE,Proctor and Sons,3096441557893661,kellyyoung@yahoo.com,43.26,bottles or cans,2019-02-15
511,3.9,NEW LEAF PALE,Pale ale brewed with new world hops,LUCKIE,Mccarty PLC,348349895332304,martinsherry@moore-lutz.com,72.2,bottles or cans,2019-02-17
512,4.7,PORTER,"Chocolate aroma, hints of dark fruit",LUCKIE,Gill-Patel,6011478386190922,ihodges@deleon-ortega.org,66.06,draught,2019-03-06
513,6.2,YELLAE LINTIE,Strong golden ale brewed with a Scottish ale yeast,LUCKIE,Bright PLC,630438419693,jesse00@page.net,75.1,bottles or cans,2019-03-09
514,6.7,ANCHO CHOCOLATE CHEESECAKE,Chocolate malt & chocolate biscuits and Ancho chilli's,MAD DOG,Gonzalez-Johnson,4001289486825,amanda05@yahoo.com,38.74,draught,2019-02-16
515,4.0,MERTHYR FERKER (THE LEGEND DAVE),"Fruity Simcoe pale, with orange peel added to the boil",MAD DOG,Hernandez Ltd,4081411570167,nortonchristopher@hotmail.com,99.2,draught,2019-01-10
516,4.2,NOW IN A MINUTE,Red in colour with citrus bittering and flavours of dark fruits,MAD DOG,Lewis Inc,503870941815,susanhammond@gmail.com,3.57,draught,2019-02-11
517,4.5,STOUTY MCSTOUTFACE,"Smooth, chocolate and roast flavours from a hefty 6 malts",MAD DOG,Norton PLC,180048630898840,owenscraig@livingston.com,77.85,bottles or cans,2019-01-07
518,3.9,MOTUEKA,"Blonde beer with a juicy, fruity hop aroma and a bitter taste ",MALLINSONS,"Gordon, Leblanc and Rice",3337509951246097,joann88@gmail.com,48.85,draught,2019-01-26
519,3.8,NELSON SAUVIN,"Golden coloured,citrusy grapefruit nose, hoppy citrus taste",MALLINSONS,"Swanson, Chambers and Beck",30425939429059,rowemichelle@hotmail.com,59.26,bottles or cans,2019-03-23
520,4.0,FACTORY PALE,"Straw colour, dry pale, gently hopped with Vic Secret & Mosaic",MANCHESTER BREW CO,"Smith, Brown and Pollard",180070468438002,christophermahoney@gmail.com,24.02,bottles or cans,2019-02-03
521,4.2,KING COTTON,"Traditional best bitter, heavily late hopped with US and NZ hops",MANCHESTER BREW CO,Adams and Sons,4813794098477,omorris@gmail.com,82.68,draught,2019-03-07
522,4.8,KIR BIER,"Tart Blackcurrant wheat, super sharp, purple beer ",MANCHESTER BREW CO,Jensen-Anderson,5510361404763672,vanessashah@gmail.com,52.29,draught,2019-02-04
523,3.8,CASCADING BLOX,Cascade hopped pale ale,MARKET BOSWORTH,"Johnson, Clarke and Foster",3337558809417798,leemelissa@yahoo.com,98.47,draught,2019-03-29
524,4.5,INDIAN SUMMER,"Pale, refreshing with lingering citrus finish ",MARKET BOSWORTH,Simmons PLC,5243043906670035,cesar70@yahoo.com,22.37,bottles or cans,2019-01-22
525,5.0,PORTER,Very popular easy drinking porter,MARKET BOSWORTH,"Huynh, Mckinney and Norris",6011292620696945,aprilkent@yahoo.com,85.94,bottles or cans,2019-03-20
526,4.0,SESSION ALE,"Traditional, light and easy drinker",MARKET BOSWORTH,Hunt and Sons,210083023276431,douglas96@wright.net,17.69,draught,2019-04-08
527,4.2,STOUT  ,Old fashioned stout with chocolate and roast malt,MARKET BOSWORTH,Gray-Pennington,5376960247827348,sullivaneric@hotmail.com,72.34,draught,2019-03-18
528,4.0,GATE HOPPER,"Pale golden, hoppy brew",MAYPOLE,"Brown, Gordon and Bush",4712965842996,tmiller@gmail.com,59.91,draught,2019-03-03
529,4.7,GHOST TRAIN,"Dark ruby coloured porter,  slightly sweet,  roast malt aftertaste",MAYPOLE,Campbell-Lin,4916149472555085,michael89@schwartz.info,44.51,bottles or cans,2019-03-15
530,4.8,KIWI IPA,A pale golden hoppy ale,MAYPOLE,Wilson Ltd,4129137250878095,kscott@cook.com,86.33,draught,2019-03-29
531,4.8,MAIBAUM ALT,German style alt beer,MAYPOLE,"Logan, Hansen and Trujillo",869926259900781,ythompson@richardson-flores.com,40.09,bottles or cans,2019-04-16
532,5.0,MAYHEM,"Tawny premium bitter, malty aroma with complex flavours ",MAYPOLE,Rose-Rowe,869999406267636,zduran@brown-bean.com,14.76,bottles or cans,2019-04-20
533,3.5,MIDGE,"Pale gold, full of hop flavour.",MAYPOLE,"Sanchez, Lewis and Davis",869939482319208,chadperry@wilkinson.com,5.56,bottles or cans,2019-02-24
534,4.4,MILE BY MILE,"Golden, packed with US hops, lingering bitter finish",MAYPOLE,Norman-Smith,869918607298786,alison25@richardson.biz,27.33,draught,2019-01-23
535,3.7,MONTEREY HOP,"Pale, distinct aroma and flavour from Cascade and Citra hops",MAYPOLE,Williams-Brown,3528112629312539,nmccarthy@figueroa-jones.com,64.15,bottles or cans,2019-03-26
536,4.4,BEST BITTER,"Unashamedly rich, resinous and bitter",McCOLLS'S,Rush-Stone,180007117605599,nrojas@yahoo.com,23.31,draught,2019-02-19
537,4.0,GOLDEN ALE,Ultra pale ale with lemon and floral aromas,McCOLLS'S,"Brooks, Ward and Robles",503807452985,robert75@hotmail.com,27.68,draught,2019-04-09
538,5.0,IPA,English IPA with hop flavours and aroma,McCOLLS'S,Zamora Inc,869926086984214,shelbymalone@choi-morris.com,83.59,bottles or cans,2019-04-29
539,4.2,MADCHESTER CREAM,Based on the original great Boddingtons,MIGHTY MEDICINE,Becker Group,4897180782679,wilkinschristopher@gmail.com,21.08,bottles or cans,2019-02-08
540,4.5,PIRATE JUICE,Session IPA,MIGHTY MEDICINE,Howard-Mcclain,4002963739921483,lmullins@lee.com,94.78,bottles or cans,2019-03-02
541,3.9,STUNNING BLONDE,Blonde pale ale,MIGHTY MEDICINE,Potter-Newton,4051276150709752,whitesamantha@torres.biz,94.39,draught,2019-02-24
542,5.6,BLACK LAGER,"Cask conditioned lager, full of character, with a smooth finish",MILETREE,Singleton-Williams,3158150515098603,watkinslisa@owen-gross.com,45.69,draught,2019-05-02
543,3.9,HARVESTER,Pale golden harvest ale with a refreshing grainy malt flavour,MILETREE,"Krause, Sanders and Brewer",5575862881230194,thomaslambert@hotmail.com,6.1,draught,2019-02-10
544,5.2,HONEY PORTER,"Dark porter with hints of honey, coffee and chocolate",MILETREE,"Adams, Garcia and Torres",30295880347117,paulaallen@deleon.com,58.31,draught,2019-02-20
545,3.7,OCTOPUSSY,Deep golden ale,MITHRIL,"Bennett, Hammond and Hall",3112683311573325,holtjeremy@yahoo.com,19.14,draught,2019-03-13
546,4.2,DUKES,An English style IPA,MILL VALLEY,"Martinez, Boyd and Harrison",5374771901083249,stephaniehayes@yahoo.com,11.34,draught,2019-03-23
547,4.2,MILL BLONDE,"Blonde ale, fruity, banana, light grapefruit, malty backbone",MILL VALLEY,"Carson, Smith and Holder",4146363380459932,jsalazar@hotmail.com,65.92,bottles or cans,2019-01-30
548,3.8,DERE STREET,Light amber English bitter,MITHRIL,Smith and Sons,4161651309870,lmadden@gmail.com,14.25,draught,2019-02-16
549,5.6,DARK SECRET,"Full bodied oatmeal stout, chocolate and coffee taste",MONTY'S,Brock-Dixon,561280661522,uwalls@yahoo.com,26.59,draught,2019-02-18
550,4.6,MASQUERADE,Premium golden bitter,MONTY'S,Roberts LLC,180054117657378,heatherpham@hotmail.com,0.03,draught,2019-03-15
551,4.0,RYHILL PALE ALE,NA,MORTON COLLINS,Avila-Boone,5178365057606545,monica88@clark.com,98.78,draught,2019-03-30
552,4.1,WINTERSETT GOLD,Classic  English ale hopped with Fuggles & East Kent Goldings,MORTON COLLINS,Whitaker-Adams,3528931591893808,jessicawilliams@baker.com,73.38,bottles or cans,2019-04-14
553,4.1,GOLD,Balanced hoppy golden summer ale,MOUNTAIN HARE,"Palmer, Wise and Stuart",180084823116765,christina57@smith-nunez.info,31.26,draught,2019-04-01
554,4.0,MOURNE GOLD,"Very pale ale, using Continental Brewers Gold hops",MOURNE MOUNTAINS,"Sherman, Murray and Haney",4623746269319817,barbara87@tyler.com,42.43,bottles or cans,2019-01-26
555,4.5,MUCKLE BUSTER RED ALE,Fruity red ale,MUCKLE,"Martin, Chase and Gonzalez",3112249549378232,david31@yahoo.com,18.1,draught,2019-02-01
556,4.3,MUCKLE MOSS STOUT,"Rich, dark and aromatic",MUCKLE,"Lambert, Armstrong and Silva",4275686163460773,turnerrobert@aguilar-nelson.com,86.97,bottles or cans,2019-03-04
557,3.5,WHIN SILL BLONDE,Blonde ale with Progress and Bramling Cross hops,MUCKLE,Morrow-Scott,30264346974344,hunterangela@holder.com,97.66,bottles or cans,2019-01-09
558,5.3,IPA,English IPA made with Goldings and Fuggles hops,MUMBLES,"Braun, Nelson and Miller",30250212317379,cynthiaperez@livingston-smith.biz,69.01,bottles or cans,2019-02-02
559,4.3,MUMBLES GOLD,Golden in colour with a bold Styrian Goldings hop taste,MUMBLES,Sanchez-Smith,3528079589307405,williamsrobert@smith-reid.com,0.22,draught,2019-04-05
560,4.4,OYSTERMOUTH STOUT,Oyster stout,MUMBLES,Ramirez-Thompson,5236489883183345,griffintammy@hotmail.com,65.8,bottles or cans,2019-04-06
561,5.1,CREAM HEAD,"Lactose ale, brewed lager style, but for cask.",NAVIGATION,Mccall-Humphrey,3337437173271885,matthewwu@gmail.com,43.34,bottles or cans,2019-04-10
562,3.9,NEW DAWN,"Pale straw in colour, well-hopped, refreshing sharp finish",NAVIGATION,Mendoza PLC,6011361303091110,julie19@rodriguez.com,14.48,bottles or cans,2019-03-27
563,3.8,PATRIOT,Traditional  amber-coloured smooth malty beer,NAVIGATION,Fox-Nelson,4979232437914,sandra07@yahoo.com,86.93,draught,2019-02-25
564,4.2,REBEL,Citrus golden ale with grapefruit & mango aromas,NAVIGATION,"Bishop, Mullen and Curry",3337034309160494,bennettjennifer@hurst.com,80.46,draught,2019-03-30
565,5.5,SAVIOUR,"Brewed with lager malts,  with full American hop flavours",NAVIGATION,White-Rice,4708263230481088,valerie70@smith-collins.biz,79.28,draught,2019-02-09
566,4.4,SOUR DIESEL,"Grapefruit session IPA, made with real grapefruit",NAVIGATION,"Mckenzie, Dorsey and Jackson",210066082674851,timothyevans@hotmail.com,81.12,bottles or cans,2019-02-23
567,4.3,SPLENDOR,"Clean-tasting, satisfying biscuit flavours, lasting aftertaste",NAVIGATION,"Haney, Murray and Duran",4069646368895,sheribonilla@wright.com,18.49,draught,2019-05-01
568,4.0,WISE GUY,Copper coloured with fruity aroma & creamy toffee flavours,NAVIGATION,Krause-Wade,4606449122418121,pwhite@gmail.com,8.78,draught,2019-03-20
569,4.2,TOFFEE MILD,"Dark, strong mild with toffee notes",NAYLORS,"Duran, Diaz and Randall",4798160391755097,millerbrett@hotmail.com,28.62,bottles or cans,2019-04-30
570,3.8,YORKSHIRE ALE,Copper coloured Yorkshire bitter,NAYLORS,Garcia-Solis,3112384726807446,williamstyler@tran-mccoy.org,39.72,bottles or cans,2019-02-11
571,4.5,BLOCKHOUSE,Chestnut coloured best bitter made with six different malts,NEWTOWN,Quinn-Andrews,4998343413073180,anthony17@mclaughlin.com,53.98,bottles or cans,2019-04-05
572,5.0,WARRIOR,Dark ale with some German smoked malt ,NEWTOWN,"Cook, Le and Rhodes",4613291898702382,washingtonandrea@wilson.com,75.81,draught,2019-05-01
573,4.2,CASCADE OATMEAL PALE,American pale ale,NORTHERN ALECHEMY,Robinson-Walters,5376546485679309,brycewebb@yahoo.com,24.95,draught,2019-02-06
574,5.1,DARK CHOC MINT MILK STOUT,Chocolate and mint milk stout,NORTHERN ALECHEMY,Mckenzie-Meyer,4369058179051623,colleen08@yahoo.com,3.48,bottles or cans,2019-02-17
575,3.9,"GALAXY, CASCADE & CENTENNIAL PALE","Cascade, Galaxy & Centennial pale ale",NORTHERN ALECHEMY,"Soto, David and Carter",370545785678265,stephensimmons@yahoo.com,82.88,draught,2019-04-08
576,4.8,BELTIE STOUT ,"Strong, bold and rich stout",NORTHERN WHISPER,"Watson, Gomez and Strickland",5389223532809728,ysimmons@barnes.com,46.21,draught,2019-01-23
577,3.8,BLIGHTY,Traditional copper coloured British bitter,NORTHERN WHISPER,"Dudley, Schultz and Richardson",3528205860357559,kdominguez@yahoo.com,54.51,bottles or cans,2019-04-20
578,4.5,YAMMERHOUSE,"American pale ale, big, brash, bold and ballsy ",NORTHERN WHISPER,Munoz PLC,5122563833028037,houstonjoseph@yahoo.com,4.04,draught,2019-01-28
